group,n_nodes,n_edges,density,mean_strength,global_efficiency,avg_clustering_weighted,transitivity,mean_corr,mean_abs_corr,positive_edge_fraction
Control_CERMEP,92.0,837.0,0.19995222169135213,9.539596800807608,0.513508747980811,0.36185584455451153,0.5961272475795297,0.12865832146778164,0.2470786843397678,0.6679407548972767
LongCOVID,92.0,837.0,0.19995222169135213,9.68811325302904,0.528778467908909,0.3387970511595429,0.5760969976905311,0.08876463663520472,0.2694531277225855,0.5984233158146202
